"행정구역","2024년03월_계_총인구수","2024년03월_계_연령구간인구수","2024년03월_계_0~9세","2024년03월_계_10~19세","2024년03월_계_20~29세","2024년03월_계_30~39세","2024년03월_계_40~49세","2024년03월_계_50~59세","2024년03월_계_60~69세","2024년03월_계_70~79세","2024년03월_계_80~89세","2024년03월_계_90~99세","2024년03월_계_100세 이상","2024년03월_남_총인구수","2024년03월_남_연령구간인구수","2024년03월_남_0~9세","2024년03월_남_10~19세","2024년03월_남_20~29세","2024년03월_남_30~39세","2024년03월_남_40~49세","2024년03월_남_50~59세","2024년03월_남_60~69세","2024년03월_남_70~79세","2024년03월_남_80~89세","2024년03월_남_90~99세","2024년03월_남_100세 이상","2024년03월_여_총인구수","2024년03월_여_연령구간인구수","2024년03월_여_0~9세","2024년03월_여_10~19세","2024년03월_여_20~29세","2024년03월_여_30~39세","2024년03월_여_40~49세","2024년03월_여_50~59세","2024년03월_여_60~69세","2024년03월_여_70~79세","2024년03월_여_80~89세","2024년03월_여_90~99세","2024년03월_여_100세 이상"
"서울특별시 동대문구 휘경제2동(1123073000)","24,367","24,367","930","1,990","5,876","3,055","3,095","3,582","2,980","1,878","874","105","2","12,128","12,128","492","946","3,074","1,625","1,553","1,797","1,402","853","352","33","1","12,239","12,239","438","1,044","2,802","1,430","1,542","1,785","1,578","1,025","522","72","1"
"서울특별시 동대문구 이문제1동(1123074000)","17,898","17,898","565","1,273","5,152","2,051","1,941","2,480","2,100","1,374","866","93","3","8,825","8,825","274","628","2,467","1,163","1,000","1,284","1,043","581","349","35","1","9,073","9,073","291","645","2,685","888","941","1,196","1,057","793","517","58","2"
"서울특별시 동대문구 이문제2동(1123075000)","19,309","19,309","990","1,572","2,627","2,286","2,719","3,348","2,860","1,906","908","91","2","9,284","9,284","513","812","1,194","1,120","1,391","1,653","1,389","826","355","31","0","10,025","10,025","477","760","1,433","1,166","1,328","1,695","1,471","1,080","553","60","2"
"서울특별시 중랑구 (1126000000)","381,966","381,966","18,642","23,886","49,523","57,816","52,896","64,611","63,795","33,662","15,179","1,901","55","187,102","187,102","9,506","12,221","23,637","29,418","27,614","31,884","30,852","15,370","6,127","464","9","194,864","194,864","9,136","11,665","25,886","28,398","25,282","32,727","32,943","18,292","9,052","1,437","46"
"서울특별시 중랑구 면목제2동(1126052000)","23,492","23,492","908","1,323","2,851","3,384","3,178","4,420","4,151","2,159","992","123","3","11,639","11,639","469","670","1,373","1,760","1,707","2,234","2,016","969","405","36","0","11,853","11,853","439","653","1,478","1,624","1,471","2,186","2,135","1,190","587","87","3"
"서울특별시 중랑구 면목제4동(1126054000)","18,074","18,074","818","1,091","2,165","2,453","2,616","3,212","2,949","1,900","785","83","2","9,001","9,001","428","578","1,107","1,274","1,390","1,647","1,437","799","314","26","1","9,073","9,073","390","513","1,058","1,179","1,226","1,565","1,512","1,101","471","57","1"
"서울특별시 중랑구 면목제5동(1126055000)","14,497","14,497","1,254","878","1,477","2,383","2,394","2,360","2,166","1,075","463","46","1","7,221","7,221","632","447","766","1,200","1,275","1,157","1,057","504","175","8","0","7,276","7,276","622","431","711","1,183","1,119","1,203","1,109","571","288","38","1"
"서울특별시 중랑구 면목본동(1126056500)","32,679","32,679","1,200","1,578","4,714","5,313","4,370","5,868","5,295","2,897","1,296","146","2","16,083","16,083","633","793","2,244","2,779","2,338","2,903","2,575","1,255","533","29","1","16,596","16,596","567","785","2,470","2,534","2,032","2,965","2,720","1,642","763","117","1"
"서울특별시 중랑구 면목제7동(1126057000)","21,160","21,160","1,007","1,064","2,659","3,285","2,843","3,545","3,741","2,041","859","114","2","10,520","10,520","551","559","1,285","1,653","1,544","1,794","1,805","937","359","33","0","10,640","10,640","456","505","1,374","1,632","1,299","1,751","1,936","1,104","500","81","2"
"서울특별시 중랑구 면목제3.8동(1126057500)","24,308","24,308","889","1,229","3,249","3,563","3,148","4,327","4,404","2,353","1,026","118","2","11,958","11,958","441","625","1,620","1,876","1,696","2,122","2,050","1,089","416","23","0","12,350","12,350","448","604","1,629","1,687","1,452","2,205","2,354","1,264","610","95","2"
"서울특별시 중랑구 상봉제1동(1126058000)","23,043","23,043","1,427","1,712","2,847","3,402","3,226","3,929","3,842","1,738","824","94","2","11,181","11,181","722","910","1,392","1,676","1,650","1,849","1,867","767","335","13","0","11,862","11,862","705","802","1,455","1,726","1,576","2,080","1,975","971","489","81","2"
"서울특별시 중랑구 상봉제2동(1126059000)","20,461","20,461","714","682","4,248","4,762","2,411","2,878","2,709","1,396","589","69","3","9,696","9,696","357","347","1,667","2,306","1,279","1,472","1,354","642","253","18","1","10,765","10,765","357","335","2,581","2,456","1,132","1,406","1,355","754","336","51","2"
"서울특별시 중랑구 중화제1동(1126060000)","18,638","18,638","873","1,151","2,324","2,928","2,557","3,000","3,257","1,749","724","73","2","9,215","9,215","446","583","1,146","1,530","1,381","1,443","1,534","823","307","21","1","9,423","9,423","427","568","1,178","1,398","1,176","1,557","1,723","926","417","52","1"
"서울특별시 중랑구 중화제2동(1126061000)","23,707","23,707","817","988","3,228","3,533","3,007","4,253","4,462","2,176","1,119","124","0","12,140","12,140","432","553","1,563","1,880","1,640","2,249","2,330","990","470","33","0","11,567","11,567","385","435","1,665","1,653","1,367","2,004","2,132","1,186","649","91","0"
"서울특별시 중랑구 묵제1동(1126062000)","33,585","33,585","1,692","2,897","4,645","4,546","5,078","5,529","4,948","2,826","1,270","150","4","15,965","15,965","840","1,478","2,119","2,223","2,485","2,662","2,279","1,294","547","38","0","17,620","17,620","852","1,419","2,526","2,323","2,593","2,867","2,669","1,532","723","112","4"
"서울특별시 중랑구 묵제2동(1126063000)","18,090","18,090","758","1,036","2,412","2,658","2,547","3,117","3,020","1,702","761","76","3","8,846","8,846","381","544","1,165","1,354","1,320","1,535","1,417","778","325","26","1","9,244","9,244","377","492","1,247","1,304","1,227","1,582","1,603","924","436","50","2"
"서울특별시 중랑구 망우본동(1126065500)","37,533","37,533","2,638","2,197","4,473","6,417","5,287","5,758","6,159","3,011","1,383","202","8","18,497","18,497","1,332","1,061","2,071","3,268","2,790","2,903","3,072","1,436","520","43","1","19,036","19,036","1,306","1,136","2,402","3,149","2,497","2,855","3,087","1,575","863","159","7"
"서울특별시 중랑구 망우제3동(1126066000)","15,642","15,642","546","854","1,945","1,956","1,963","2,994","3,029","1,539","692","123","1","7,873","7,873","275","400","973","1,062","1,034","1,509","1,569","733","288","29","1","7,769","7,769","271","454","972","894","929","1,485","1,460","806","404","94","0"
"서울특별시 중랑구 신내1동(1126068000)","37,507","37,507","2,149","3,788","4,193","4,517","5,535","6,134","6,240","3,211","1,502","227","11","18,045","18,045","1,093","1,958","2,116","2,232","2,708","2,883","2,944","1,491","574","46","0","19,462","19,462","1,056","1,830","2,077","2,285","2,827","3,251","3,296","1,720","928","181","11"
"서울특별시 중랑구 신내2동(1126069000)","19,550","19,550","952","1,418","2,093","2,716","2,736","3,287","3,423","1,889","894","133","9","9,222","9,222","474","715","1,030","1,345","1,377","1,522","1,546","863","306","42","2","10,328","10,328","478","703","1,063","1,371","1,359","1,765","1,877","1,026","588","91","7"
"서울특별시 성북구 (1129000000)","424,881","424,881","23,452","35,281","64,622","55,644","62,695","71,003","58,293","33,845","17,716","2,268","62","203,700","203,700","12,035","17,842","30,363","27,911","30,794","35,001","27,385","14,749","6,989","613","18","221,181","221,181","11,417","17,439","34,259","27,733","31,901","36,002","30,908","19,096","10,727","1,655","44"
"서울특별시 성북구 성북동(1129052500)","15,921","15,921","610","1,053","2,522","2,489","2,193","2,730","2,145","1,247","786","140","6","7,433","7,433","322","543","1,137","1,212","1,025","1,290","1,012","534","311","43","4","8,488","8,488","288","510","1,385","1,277","1,168","1,440","1,133","713","475","97","2"
"서울특별시 성북구 삼선동(1129055500)","22,109","22,109","777","1,668","4,171","3,041","2,922","3,797","2,868","1,711","1,032","116","6","10,483","10,483","389","847","1,891","1,503","1,435","1,905","1,373","716","383","39","2","11,626","11,626","388","821","2,280","1,538","1,487","1,892","1,495","995","649","77","4"
"서울특별시 성북구 동선동(1129057500)","15,086","15,086","381","934","4,700","2,425","1,711","1,906","1,449","938","568","72","2","6,179","6,179","182","348","1,378","1,187","837","928","677","406","216","20","0","8,907","8,907","199","586","3,322","1,238","874","978","772","532","352","52","2"
"서울특별시 성북구 돈암제1동(1129058000)","14,203","14,203","654","1,052","1,831","1,849","1,810","2,600","2,350","1,302","670","83","2","6,630","6,630","339","502","834","912","893","1,224","1,088","571","247","20","0","7,573","7,573","315","550","997","937","917","1,376","1,262","731","423","63","2"
"서울특별시 성북구 돈암제2동(1129059000)","23,447","23,447","1,601","2,605","2,666","2,736","3,868","4,370","3,048","1,568","829","153","3","11,075","11,075","819","1,313","1,314","1,290","1,768","2,098","1,426","691","316","39","1","12,372","12,372","782","1,292","1,352","1,446","2,100","2,272","1,622","877","513","114","2"
"서울특별시 성북구 안암동(1129060000)","15,125","15,125","357","870","5,625","2,011","1,372","1,892","1,480","912","526","78","2","7,645","7,645","185","453","2,906","1,145","691","946","709","393","194","23","0","7,480","7,480","172","417","2,719","866","681","946","771","519","332","55","2"
"서울특별시 성북구 보문동(1129061000)","16,166","16,166","949","993","2,642","2,780","2,283","2,686","2,063","1,142","556","70","2","7,744","7,744","486","468","1,215","1,392","1,183","1,296","976","491","216","21","0","8,422","8,422","463","525","1,427","1,388","1,100","1,390","1,087","651","340","49","2"
"서울특별시 성북구 정릉제1동(1129062000)","17,755","17,755","1,188","1,633","2,211","2,315","2,885","2,895","2,339","1,431","766","92","0","8,506","8,506","631","826","1,071","1,144","1,407","1,417","1,074","612","290","34","0","9,249","9,249","557","807","1,140","1,171","1,478","1,478","1,265","819","476","58","0"
"서울특별시 성북구 정릉제2동(1129063000)","22,455","22,455","1,217","1,583","2,973","2,987","3,120","3,844","3,515","2,028","1,064","123","1","10,806","10,806","618","828","1,468","1,488","1,586","1,840","1,620","917","402","38","1","11,649","11,649","599","755","1,505","1,499","1,534","2,004","1,895","1,111","662","85","0"
"서울특별시 성북구 정릉제3동(1129064000)","15,071","15,071","419","1,002","3,447","1,777","1,527","2,278","2,248","1,437","827","107","2","7,495","7,495","217","538","1,912","1,003","783","1,097","985","634","306","20","0","7,576","7,576","202","464","1,535","774","744","1,181","1,263","803","521","87","2"
"서울특별시 성북구 정릉제4동(1129065000)","24,035","24,035","1,167","1,967","3,097","2,846","3,530","4,247","3,677","2,233","1,120","147","4","11,473","11,473","594","1,021","1,542","1,415","1,710","2,074","1,667","970","443","37","0","12,562","12,562","573","946","1,555","1,431","1,820","2,173","2,010","1,263","677","110","4"
"서울특별시 성북구 길음제1동(1129066000)","34,660","34,660","2,833","4,953","3,453","3,628","7,112","5,885","3,483","2,103","1,082","125","3","16,383","16,383","1,444","2,420","1,669","1,636","3,256","3,083","1,545","867","434","29","0","18,277","18,277","1,389","2,533","1,784","1,992","3,856","2,802","1,938","1,236","648","96","3"
"서울특별시 성북구 길음제2동(1129068500)","21,409","21,409","1,987","2,033","2,468","2,771","3,842","3,683","2,562","1,387","589","85","2","10,233","10,233","1,020","1,065","1,167","1,270","1,819","1,812","1,205","626","226","22","1","11,176","11,176","967","968","1,301","1,501","2,023","1,871","1,357","761","363","63","1"
"서울특별시 성북구 종암동(1129070500)","37,462","37,462","2,023","3,421","5,348","4,504","5,717","6,332","5,169","2,961","1,706","271","10","18,462","18,462","1,032","1,863","2,763","2,362","2,797","3,156","2,506","1,248","654","75","6","19,000","19,000","991","1,558","2,585","2,142","2,920","3,176","2,663","1,713","1,052","196","4"
"서울특별시 성북구 월곡제1동(1129071500)","25,513","25,513","1,600","2,411","2,786","3,189","4,079","4,344","3,677","2,238","1,079","105","5","12,278","12,278","805","1,188","1,316","1,574","2,014","2,173","1,752","953","474","29","0","13,235","13,235","795","1,223","1,470","1,615","2,065","2,171","1,925","1,285","605","76","5"
"서울특별시 성북구 월곡제2동(1129072500)","18,849","18,849","750","1,361","3,460","2,554","2,462","2,937","2,728","1,625","854","117","1","8,951","8,951","402","701","1,357","1,347","1,239","1,479","1,297","742","362","25","0","9,898","9,898","348","660","2,103","1,207","1,223","1,458","1,431","883","492","92","1"
"서울특별시 성북구 장위제1동(1129076000)","23,281","23,281","1,434","1,711","2,962","3,146","3,469","4,094","3,667","1,819","882","95","2","11,299","11,299","699","863","1,451","1,640","1,781","1,941","1,760","797","345","22","0","11,982","11,982","735","848","1,511","1,506","1,688","2,153","1,907","1,022","537","73","2"
"서울특별시 성북구 장위제2동(1129077000)","13,029","13,029","458","750","1,740","1,765","1,618","2,252","2,218","1,456","691","79","2","6,383","6,383","255","382","853","913","865","1,143","1,024","645","283","20","0","6,646","6,646","203","368","887","852","753","1,109","1,194","811","408","59","2"
